timestamp, color, shape
2025-10-11 15:35:40, white, Hexagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Pentagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Pentagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Pentagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Pentagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Hexagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Hexagon
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:40, white, Circle
2025-10-11 15:35:41, white, Hexagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Pentagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Pentagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Hexagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Pentagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Hexagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Hexagon
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:41, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:42, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:43, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:44, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:45, white, Circle
2025-10-11 15:35:46, white, Circle
2025-10-11 15:35:46, white, Circle
2025-10-11 15:35:46, white, Circle
2025-10-11 15:35:46, white, Circle
